match_id,date,competition,team_scope,source,team,opponent,player,position,minutes,shots,shots_on_target,fouls_committed,fouls_drawn,yellow_cards,goals,assists
ev38,2024-02-11,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,0,0
ev38,2024-02-11,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev38,2024-02-11,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev38,2024-02-11,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,0,0
ev38,2024-02-11,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev38,2024-02-11,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev39,2024-02-12,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,0
ev39,2024-02-12,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev39,2024-02-12,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,1,0,0,0,0,0,0
ev39,2024-02-12,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev39,2024-02-12,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev39,2024-02-12,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,1,0,0,0,0,0,0
